Gender,Ever_Married,Graduated,Profession,Spending_Score,Var_1,Age,Work_Experience,Family_Size
Male,No,No,Healthcare,Low,Cat_4,18,4.0,4.0
Male,No,No,Healthcare,Low,Cat_6,23,9.0,4.0
Female,Yes,Yes,Executive,High,Cat_6,27,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,42,0.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,50,0.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,47,1.0,3.0
Male,Yes,No,Executive,Low,Cat_6,80,0.0,1.0
Male,Yes,Yes,Entertainment,Low,Cat_6,50,1.0,2.0
Female,No,No,Engineer,Low,Cat_4,29,0.0,7.0
Male,Yes,Yes,Artist,Low,Cat_3,47,4.0,1.0
Male,No,Yes,Entertainment,Low,Cat_6,33,1.0,1.0
Male,Yes,No,Homemaker,Average,Cat_6,45,1.0,4.0
Female,No,Yes,Artist,Low,Cat_7,41,0.0,1.0
Male,Yes,Yes,Artist,High,Cat_6,62,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,20,1.0,3.0
Male,No,No,Healthcare,Low,Cat_6,29,1.0,2.0
Female,Yes,Yes,Doctor,Average,Cat_3,30,1.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,58,1.0,1.0
Female,No,Yes,Homemaker,Low,Cat_6,26,9.0,2.0
Male,No,Yes,Artist,Low,Cat_7,38,13.0,1.0
Female,No,Yes,Artist,Low,Cat_6,50,9.0,1.0
Male,No,Yes,Engineer,Low,Cat_6,27,6.0,1.0
Female,Yes,No,Homemaker,Low,Cat_6,43,7.0,1.0
Male,Yes,No,Doctor,Average,Cat_6,26,8.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,36,4.0,2.0
Male,Yes,No,Artist,Average,Cat_6,55,1.0,2.0
Male,Yes,No,Executive,High,Cat_1,61,0.0,2.0
Male,No,No,Doctor,Low,Cat_6,22,8.0,3.0
Male,Yes,Yes,Lawyer,High,Cat_6,75,0.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,56,0.0,2.0
Female,Yes,No,Engineer,High,Cat_4,60,1.0,9.0
Female,No,Yes,Artist,Low,Cat_6,41,1.0,1.0
Male,No,No,Executive,Low,Cat_4,35,3.0,4.0
Female,Yes,Yes,Lawyer,Average,Cat_3,20,1.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,41,1.0,2.0
Male,Yes,No,Executive,High,Cat_6,74,0.0,2.0
Female,Yes,Yes,Engineer,Average,Cat_6,51,6.0,2.0
Male,Yes,No,Executive,Average,Cat_4,39,1.0,7.0
Female,No,No,Engineer,Low,Cat_5,27,1.0,4.0
Female,Yes,Yes,Artist,High,Cat_2,57,1.0,3.0
Female,No,Yes,Engineer,Low,Cat_6,32,0.0,1.0
Male,Yes,Yes,Artist,High,Cat_6,60,3.0,3.0
Female,Yes,Yes,Doctor,Average,Cat_6,61,1.0,2.0
Male,Yes,Yes,Healthcare,Low,Cat_6,41,8.0,3.0
Female,No,No,Healthcare,Low,Cat_6,18,0.0,5.0
Male,Yes,Yes,Healthcare,High,Cat_6,36,8.0,2.0
Female,Yes,No,Artist,Low,Cat_6,32,8.0,1.0
Male,No,Yes,Artist,Low,Cat_6,62,0.0,1.0
Male,No,No,Healthcare,Low,Cat_6,19,1.0,4.0
Male,Yes,Yes,Executive,Average,Cat_6,41,1.0,3.0
Female,No,No,Artist,Low,Cat_6,37,1.0,1.0
Female,Yes,Yes,Lawyer,High,Cat_6,47,2.0,4.0
Female,No,Yes,Artist,Low,Cat_6,41,9.0,1.0
Male,No,Yes,Healthcare,Low,Cat_4,29,9.0,2.0
Male,Yes,Yes,Executive,High,Cat_6,31,1.0,2.0
Male,Yes,No,Artist,Average,Cat_6,48,3.0,4.0
Female,Yes,Yes,Engineer,Low,Cat_3,58,1.0,1.0
Female,Yes,Yes,Artist,Average,Cat_2,65,1.0,3.0
Female,No,No,Healthcare,Low,Cat_5,26,0.0,6.0
Female,Yes,No,Doctor,High,Cat_4,51,1.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_6,39,4.0,4.0
Male,Yes,No,Executive,Average,Cat_3,43,1.0,3.0
Male,No,Yes,Entertainment,Low,Cat_3,39,9.0,2.0
Male,Yes,Yes,Artist,Average,Cat_6,48,0.0,3.0
Female,No,No,Artist,Low,Cat_6,32,10.0,5.0
Female,No,Yes,Homemaker,Low,Cat_6,40,9.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,58,1.0,1.0
Female,No,No,Entertainment,Low,Cat_6,30,0.0,3.0
Female,No,Yes,Doctor,Low,Cat_6,27,8.0,1.0
Female,No,No,Healthcare,Low,Cat_3,23,6.0,3.0
Male,No,Yes,Healthcare,Low,Cat_6,25,9.0,4.0
Male,Yes,Yes,Lawyer,Low,Cat_6,82,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,43,1.0,5.0
Male,Yes,Yes,Lawyer,Low,Cat_6,86,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,38,9.0,2.0
Male,No,No,Healthcare,Low,Cat_6,22,0.0,4.0
Male,No,Yes,Artist,Low,Cat_6,39,1.0,1.0
Male,No,No,Engineer,Low,Cat_6,39,1.0,1.0
Male,Yes,No,Artist,Average,Cat_6,53,1.0,6.0
Female,Yes,Yes,Artist,Average,Cat_6,43,0.0,4.0
Female,No,No,Engineer,Low,Cat_6,27,1.0,4.0
Male,Yes,Yes,Executive,High,Cat_6,53,1.0,4.0
Male,Yes,Yes,Artist,Average,Cat_7,47,0.0,6.0
Male,No,No,Healthcare,Low,Cat_6,18,0.0,2.0
Female,No,Yes,Lawyer,Low,Cat_6,52,4.0,1.0
Female,No,No,Healthcare,Low,Cat_4,19,6.0,3.0
Male,No,No,Healthcare,Low,Cat_6,20,7.0,3.0
Female,No,Yes,Homemaker,Low,Cat_6,39,1.0,6.0
Male,No,Yes,Doctor,Low,Cat_7,31,14.0,2.0
Male,Yes,Yes,Artist,High,Cat_6,36,0.0,3.0
Male,Yes,Yes,Entertainment,Low,Cat_6,70,0.0,1.0
Male,Yes,Yes,Artist,High,Cat_3,55,0.0,2.0
Male,No,Yes,Entertainment,Low,Cat_6,35,13.0,1.0
Female,Yes,No,Engineer,Average,Cat_6,50,1.0,4.0
Male,Yes,Yes,Doctor,Average,Cat_6,51,1.0,4.0
Male,Yes,Yes,Doctor,Average,Cat_6,51,1.0,4.0
Male,Yes,Yes,Doctor,Average,Cat_6,31,0.0,2.0
Male,Yes,No,Doctor,Low,Cat_4,27,0.0,4.0
Female,Yes,Yes,Lawyer,Low,Cat_6,62,0.0,2.0
Male,Yes,Yes,Lawyer,High,Cat_6,84,1.0,3.0
Female,No,No,Doctor,Low,Cat_7,35,14.0,6.0
Female,No,Yes,Artist,Low,Cat_6,59,0.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,26,5.0,2.0
Female,No,Yes,Artist,Low,Cat_6,41,1.0,1.0
Female,Yes,Yes,Lawyer,High,Cat_6,88,1.0,2.0
Female,No,Yes,Entertainment,Low,Cat_6,32,1.0,5.0
Female,Yes,Yes,Healthcare,Low,Cat_3,28,0.0,5.0
Female,No,No,Healthcare,Low,Cat_6,22,0.0,2.0
Female,No,No,Doctor,Low,Cat_3,27,0.0,5.0
Male,No,No,Doctor,Low,Cat_1,27,0.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,59,0.0,3.0
Female,No,No,Healthcare,Low,Cat_6,20,1.0,5.0
Male,No,No,Healthcare,Low,Cat_6,29,1.0,6.0
Male,Yes,Yes,Entertainment,Average,Cat_6,35,3.0,2.0
Male,No,Yes,Artist,Low,Cat_6,37,8.0,3.0
Male,Yes,Yes,Artist,Low,Cat_3,71,1.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,46,3.0,5.0
Male,No,Yes,Healthcare,Low,Cat_6,28,1.0,3.0
Female,No,No,Engineer,Low,Cat_6,22,1.0,3.0
Female,No,No,Entertainment,Low,Cat_6,35,4.0,2.0
Female,No,No,Engineer,Low,Cat_6,31,0.0,1.0
Male,Yes,No,Lawyer,Low,Cat_6,88,1.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,28,1.0,3.0
Male,No,Yes,Entertainment,Low,Cat_2,49,0.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,65,1.0,2.0
Male,Yes,No,Engineer,Average,Cat_6,33,0.0,2.0
Male,Yes,Yes,Engineer,Low,Cat_6,42,1.0,2.0
Male,Yes,Yes,Doctor,Average,Cat_5,49,5.0,3.0
Female,Yes,No,Doctor,Average,Cat_3,62,1.0,5.0
Female,Yes,Yes,Healthcare,High,Cat_2,26,6.0,7.0
Male,No,No,Healthcare,Low,Cat_7,20,0.0,5.0
Male,Yes,Yes,Artist,Average,Cat_6,59,9.0,4.0
Female,Yes,Yes,Doctor,Average,Cat_6,48,1.0,4.0
Male,No,No,Healthcare,Low,Cat_6,27,1.0,3.0
Male,Yes,No,Executive,High,Cat_6,41,1.0,4.0
Male,Yes,Yes,Artist,High,Cat_6,59,1.0,2.0
Female,No,Yes,Artist,Low,Cat_6,38,8.0,1.0
Male,Yes,No,Artist,Average,Cat_6,47,1.0,2.0
Male,Yes,No,Executive,High,Cat_2,49,1.0,7.0
Male,No,Yes,Artist,Low,Cat_6,37,7.0,2.0
Female,Yes,No,Engineer,Average,Cat_2,52,8.0,4.0
Male,No,Yes,Healthcare,Low,Cat_4,31,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,50,1.0,4.0
Male,No,Yes,Entertainment,Low,Cat_4,43,1.0,2.0
Male,Yes,Yes,Lawyer,High,Cat_6,69,0.0,3.0
Male,Yes,Yes,Artist,Average,Cat_6,62,0.0,3.0
Female,No,No,Engineer,Low,Cat_4,39,0.0,3.0
Female,Yes,Yes,Homemaker,Average,Cat_6,35,9.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,33,0.0,2.0
Male,No,No,Healthcare,Low,Cat_6,18,1.0,2.0
Female,Yes,No,Lawyer,Low,Cat_6,73,1.0,2.0
Male,No,Yes,Doctor,Low,Cat_6,31,1.0,2.0
Female,No,No,Healthcare,Low,Cat_4,32,1.0,3.0
Male,No,Yes,Doctor,Low,Cat_2,42,8.0,1.0
Male,No,Yes,Artist,Low,Cat_6,36,14.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,60,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,60,1.0,4.0
Male,Yes,Yes,Entertainment,Average,Cat_3,60,1.0,5.0
Male,No,No,Doctor,Low,Cat_6,20,0.0,4.0
Male,Yes,No,Executive,High,Cat_7,68,1.0,3.0
Female,No,No,Healthcare,Low,Cat_6,22,0.0,4.0
Male,Yes,Yes,Healthcare,High,Cat_4,43,1.0,4.0
Female,Yes,Yes,Artist,Average,Cat_2,40,5.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,42,1.0,2.0
Female,Yes,No,Artist,High,Cat_4,19,1.0,2.0
Male,No,Yes,Artist,Low,Cat_2,36,0.0,2.0
Male,Yes,No,Lawyer,High,Cat_6,67,0.0,2.0
Male,No,No,Entertainment,Low,Cat_6,25,2.0,7.0
Male,No,No,Healthcare,Low,Cat_6,19,7.0,3.0
Female,No,No,Engineer,Low,Cat_6,32,0.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,50,1.0,3.0
Female,Yes,Yes,Marketing,Low,Cat_6,49,9.0,2.0
Male,Yes,No,Executive,High,Cat_6,70,1.0,2.0
Male,Yes,Yes,Doctor,Average,Cat_6,39,0.0,3.0
Female,No,No,Engineer,Low,Cat_4,38,0.0,3.0
Male,No,Yes,Artist,Low,Cat_6,46,0.0,2.0
Female,Yes,Yes,Artist,Average,Cat_3,53,0.0,2.0
Female,No,No,Engineer,Low,Cat_6,29,1.0,4.0
Male,Yes,Yes,Lawyer,Low,Cat_6,75,1.0,1.0
Male,Yes,No,Artist,Average,Cat_6,46,3.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,46,1.0,3.0
Male,No,Yes,Doctor,Low,Cat_3,25,0.0,1.0
Male,Yes,Yes,Lawyer,Low,Cat_6,57,6.0,3.0
Male,No,Yes,Artist,Low,Cat_4,26,1.0,4.0
Female,Yes,Yes,Artist,High,Cat_3,32,1.0,3.0
Female,Yes,No,Lawyer,Low,Cat_6,46,0.0,1.0
Female,No,Yes,Healthcare,Low,Cat_6,29,3.0,6.0
Male,No,Yes,Artist,Low,Cat_6,48,1.0,2.0
Male,No,Yes,Healthcare,Low,Cat_6,27,1.0,3.0
Male,Yes,No,Entertainment,Average,Cat_6,52,1.0,3.0
Female,No,No,Healthcare,Low,Cat_4,18,0.0,3.0
Female,No,Yes,Healthcare,Low,Cat_3,30,0.0,6.0
Male,No,No,Healthcare,Low,Cat_6,19,0.0,4.0
Female,No,Yes,Lawyer,Low,Cat_6,51,6.0,1.0
Male,No,No,Healthcare,Low,Cat_4,33,1.0,5.0
Male,Yes,Yes,Artist,Low,Cat_6,52,1.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_4,53,0.0,2.0
Male,Yes,No,Executive,Low,Cat_6,42,8.0,2.0
Male,Yes,No,Entertainment,Average,Cat_3,51,1.0,4.0
Male,Yes,No,Executive,Average,Cat_6,56,1.0,3.0
Male,No,Yes,Entertainment,Low,Cat_4,36,0.0,1.0
Male,Yes,Yes,Artist,Average,Cat_6,40,1.0,5.0
Male,Yes,Yes,Healthcare,High,Cat_4,30,1.0,2.0
Female,No,Yes,Doctor,Low,Cat_6,56,3.0,1.0
Male,Yes,No,Artist,Low,Cat_4,78,0.0,1.0
Male,Yes,No,Marketing,High,Cat_6,19,2.0,5.0
Female,Yes,Yes,Artist,Low,Cat_2,51,0.0,4.0
Female,No,Yes,Artist,Low,Cat_7,46,2.0,1.0
Female,Yes,Yes,Engineer,Average,Cat_6,40,1.0,2.0
Male,No,No,Healthcare,Low,Cat_7,21,1.0,3.0
Female,No,Yes,Healthcare,Low,Cat_6,26,5.0,2.0
Male,Yes,Yes,Executive,Average,Cat_4,50,4.0,9.0
Male,Yes,Yes,Artist,Average,Cat_6,53,1.0,3.0
Male,Yes,No,Artist,Low,Cat_6,38,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,59,1.0,4.0
Male,Yes,Yes,Entertainment,Low,Cat_2,53,4.0,2.0
Male,No,No,Healthcare,Low,Cat_6,18,0.0,3.0
Male,No,Yes,Artist,Low,Cat_6,50,0.0,1.0
Female,No,Yes,Healthcare,Low,Cat_4,30,0.0,4.0
Female,No,No,Healthcare,Low,Cat_4,20,4.0,3.0
Male,No,No,Healthcare,Low,Cat_3,29,9.0,3.0
Female,No,No,Doctor,Low,Cat_6,22,1.0,5.0
Male,Yes,No,Executive,Low,Cat_4,41,1.0,7.0
Male,No,No,Healthcare,Low,Cat_6,20,1.0,4.0
Male,No,No,Artist,Low,Cat_6,42,2.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,46,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,18,1.0,4.0
Male,Yes,No,Artist,Average,Cat_4,39,1.0,6.0
Female,Yes,Yes,Marketing,Low,Cat_3,27,9.0,1.0
Male,Yes,Yes,Lawyer,High,Cat_6,72,3.0,2.0
Male,No,No,Healthcare,Low,Cat_4,20,1.0,5.0
Male,Yes,No,Executive,Low,Cat_4,76,1.0,7.0
Female,Yes,Yes,Artist,High,Cat_3,50,0.0,2.0
Male,Yes,No,Lawyer,Low,Cat_6,87,0.0,1.0
Female,Yes,No,Engineer,Low,Cat_4,36,1.0,3.0
Female,No,Yes,Artist,Low,Cat_4,31,2.0,2.0
Male,Yes,No,Entertainment,Average,Cat_6,27,0.0,4.0
Female,No,Yes,Doctor,Low,Cat_4,32,5.0,3.0
Female,No,Yes,Artist,Low,Cat_6,33,1.0,2.0
Male,Yes,Yes,Artist,Average,Cat_4,39,1.0,4.0
Female,No,Yes,Entertainment,Low,Cat_6,35,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,22,1.0,3.0
Male,Yes,Yes,Entertainment,Average,Cat_6,50,0.0,4.0
Female,No,Yes,Marketing,Low,Cat_4,36,1.0,4.0
Male,Yes,No,Lawyer,Low,Cat_6,81,0.0,1.0
Female,Yes,Yes,Artist,Low,Cat_6,45,0.0,3.0
Female,Yes,Yes,Artist,Low,Cat_4,36,5.0,2.0
Female,No,No,Engineer,Low,Cat_3,37,7.0,1.0
Male,Yes,Yes,Lawyer,Low,Cat_6,74,0.0,2.0
Female,Yes,Yes,Artist,Low,Cat_4,48,1.0,1.0
Male,Yes,Yes,Doctor,Low,Cat_6,41,0.0,2.0
Male,No,No,Doctor,Low,Cat_6,26,1.0,4.0
Female,No,Yes,Healthcare,Low,Cat_7,28,0.0,1.0
Female,Yes,No,Artist,Average,Cat_6,52,0.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,41,2.0,2.0
Female,Yes,No,Healthcare,Low,Cat_5,33,0.0,5.0
Male,Yes,Yes,Lawyer,Low,Cat_3,80,1.0,2.0
Male,No,Yes,Artist,Low,Cat_6,27,1.0,3.0
Female,No,No,Homemaker,Low,Cat_6,32,1.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_6,37,5.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,45,1.0,1.0
Male,Yes,No,Artist,Average,Cat_3,43,1.0,3.0
Male,No,No,Entertainment,Low,Cat_6,33,8.0,1.0
Male,No,No,Healthcare,Low,Cat_2,18,5.0,4.0
Female,Yes,Yes,Entertainment,Low,Cat_6,71,0.0,2.0
Female,Yes,Yes,Engineer,Average,Cat_4,39,0.0,2.0
Female,No,No,Healthcare,Low,Cat_6,18,0.0,4.0
Male,Yes,Yes,Doctor,Average,Cat_6,62,0.0,4.0
Female,Yes,Yes,Artist,Average,Cat_7,59,4.0,4.0
Male,Yes,Yes,Artist,Low,Cat_6,36,0.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,57,1.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,43,2.0,2.0
Female,No,No,Doctor,Low,Cat_6,28,14.0,1.0
Female,No,No,Marketing,Low,Cat_6,19,1.0,4.0
Male,No,No,Healthcare,Low,Cat_6,20,7.0,3.0
Male,Yes,Yes,Artist,Low,Cat_6,61,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_6,70,0.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,74,1.0,2.0
Male,Yes,Yes,Lawyer,High,Cat_4,66,1.0,2.0
Female,Yes,Yes,Marketing,Low,Cat_6,48,9.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_3,39,0.0,4.0
Female,No,Yes,Artist,Low,Cat_6,31,1.0,4.0
Female,No,No,Engineer,Low,Cat_6,26,5.0,2.0
Male,No,Yes,Healthcare,Low,Cat_4,25,0.0,2.0
Male,No,Yes,Entertainment,Low,Cat_3,39,9.0,2.0
Male,Yes,No,Entertainment,Low,Cat_6,50,0.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,72,4.0,2.0
Female,Yes,Yes,Homemaker,Average,Cat_6,38,8.0,3.0
Female,No,No,Artist,Low,Cat_7,26,1.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,43,0.0,3.0
Female,Yes,Yes,Artist,Average,Cat_6,38,9.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_6,41,9.0,4.0
Male,No,No,Entertainment,Low,Cat_3,28,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_3,42,9.0,3.0
Male,Yes,No,Executive,High,Cat_6,71,0.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,49,1.0,3.0
Female,No,No,Healthcare,Low,Cat_1,40,1.0,2.0
Male,Yes,Yes,Entertainment,Average,Cat_6,52,0.0,2.0
Female,No,No,Artist,Low,Cat_3,31,0.0,2.0
Female,Yes,No,Artist,Average,Cat_4,52,1.0,4.0
Female,Yes,Yes,Lawyer,Low,Cat_6,77,0.0,1.0
Female,No,Yes,Artist,Low,Cat_4,43,1.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,67,1.0,3.0
Female,Yes,Yes,Artist,Low,Cat_6,65,13.0,1.0
Female,No,Yes,Marketing,Low,Cat_6,46,0.0,2.0
Male,No,No,Entertainment,Low,Cat_6,60,0.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,58,9.0,3.0
Male,Yes,Yes,Artist,Average,Cat_4,39,1.0,2.0
Male,No,No,Healthcare,Low,Cat_4,20,1.0,3.0
Female,Yes,No,Engineer,Average,Cat_4,58,1.0,2.0
Male,No,No,Healthcare,Low,Cat_3,18,0.0,4.0
Male,No,Yes,Doctor,Low,Cat_6,36,0.0,1.0
Male,No,No,Healthcare,Low,Cat_6,31,1.0,6.0
Female,Yes,No,Engineer,Low,Cat_4,38,1.0,1.0
Male,Yes,Yes,Artist,Low,Cat_6,58,7.0,2.0
Male,Yes,No,Entertainment,Low,Cat_6,27,6.0,4.0
Female,Yes,Yes,Entertainment,Low,Cat_4,47,1.0,2.0
Male,Yes,Yes,Healthcare,Low,Cat_6,51,1.0,2.0
Female,No,Yes,Entertainment,Low,Cat_6,29,9.0,2.0
Female,No,Yes,Engineer,Low,Cat_6,37,7.0,2.0
Male,No,No,Healthcare,Low,Cat_6,20,0.0,4.0
Female,Yes,Yes,Artist,Average,Cat_6,53,11.0,2.0
Male,Yes,Yes,Artist,Low,Cat_6,46,0.0,1.0
Male,No,No,Healthcare,Low,Cat_2,22,0.0,5.0
Female,No,No,Doctor,Low,Cat_6,20,1.0,4.0
Male,Yes,Yes,Healthcare,Low,Cat_6,32,1.0,2.0
Male,Yes,No,Artist,Average,Cat_6,52,1.0,6.0
Female,No,Yes,Artist,Low,Cat_2,41,0.0,4.0
Male,Yes,Yes,Executive,High,Cat_6,53,1.0,3.0
Female,No,No,Entertainment,Low,Cat_4,21,5.0,5.0
Male,Yes,Yes,Entertainment,Average,Cat_3,31,5.0,3.0
Female,Yes,No,Marketing,Average,Cat_4,63,1.0,6.0
Female,Yes,Yes,Marketing,Low,Cat_6,36,5.0,1.0
Male,No,No,Engineer,Low,Cat_4,33,1.0,3.0
Male,Yes,No,Entertainment,Average,Cat_4,28,0.0,2.0
Male,No,No,Healthcare,Low,Cat_6,18,0.0,3.0
Male,No,Yes,Entertainment,Low,Cat_6,36,1.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,71,8.0,2.0
Male,Yes,Yes,Executive,Low,Cat_6,89,3.0,3.0
Male,Yes,Yes,Artist,High,Cat_6,37,9.0,2.0
Female,No,Yes,Artist,Low,Cat_6,41,0.0,1.0
Male,Yes,Yes,Entertainment,High,Cat_6,40,0.0,2.0
Female,Yes,Yes,Artist,Low,Cat_6,37,0.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,46,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,19,0.0,3.0
Male,Yes,No,Lawyer,High,Cat_6,77,1.0,2.0
Female,No,Yes,Healthcare,Low,Cat_6,36,1.0,2.0
Female,Yes,Yes,Artist,Average,Cat_6,57,4.0,2.0
Male,No,Yes,Engineer,Low,Cat_2,31,1.0,4.0
Male,No,Yes,Doctor,Low,Cat_6,28,1.0,3.0
Male,No,No,Healthcare,Low,Cat_6,20,1.0,2.0
Male,No,Yes,Entertainment,Low,Cat_6,41,11.0,4.0
Female,Yes,No,Engineer,Average,Cat_4,36,0.0,2.0
Female,Yes,Yes,Artist,High,Cat_2,56,1.0,4.0
Female,Yes,Yes,Artist,High,Cat_6,46,1.0,3.0
Female,Yes,No,Engineer,Average,Cat_3,38,0.0,5.0
Male,Yes,Yes,Artist,Average,Cat_6,63,1.0,2.0
Female,No,No,Healthcare,Low,Cat_6,37,1.0,1.0
Female,No,No,Doctor,Low,Cat_6,18,2.0,4.0
Male,No,No,Healthcare,Low,Cat_4,22,8.0,5.0
Female,Yes,Yes,Homemaker,Low,Cat_5,32,0.0,3.0
Female,Yes,Yes,Artist,High,Cat_6,47,1.0,5.0
Female,Yes,Yes,Homemaker,High,Cat_6,33,1.0,2.0
Female,No,No,Homemaker,Low,Cat_6,32,8.0,1.0
Female,Yes,Yes,Lawyer,Low,Cat_6,68,0.0,1.0
Female,Yes,No,Artist,Average,Cat_6,53,1.0,5.0
Male,No,Yes,Artist,Low,Cat_3,36,0.0,1.0
Male,Yes,Yes,Executive,High,Cat_6,53,9.0,4.0
Male,Yes,No,Artist,Low,Cat_4,57,1.0,5.0
Male,Yes,Yes,Executive,High,Cat_6,53,1.0,4.0
Female,No,No,Marketing,Low,Cat_6,22,0.0,4.0
Female,Yes,Yes,Artist,Low,Cat_6,57,0.0,2.0
Male,No,Yes,Healthcare,Low,Cat_6,26,0.0,4.0
Male,No,Yes,Artist,Low,Cat_6,52,6.0,1.0
Male,Yes,Yes,Artist,High,Cat_6,36,0.0,3.0
Female,Yes,Yes,Artist,High,Cat_6,71,1.0,2.0
Female,No,No,Homemaker,Low,Cat_6,28,8.0,1.0
Female,Yes,Yes,Artist,Average,Cat_6,59,0.0,5.0
Female,No,Yes,Healthcare,Low,Cat_2,33,1.0,3.0
Male,Yes,Yes,Executive,High,Cat_6,43,1.0,4.0
Male,Yes,Yes,Engineer,Low,Cat_6,58,0.0,1.0
Female,No,No,Healthcare,Low,Cat_4,21,6.0,4.0
Female,Yes,Yes,Lawyer,High,Cat_6,83,1.0,2.0
Male,Yes,No,Entertainment,Low,Cat_6,28,1.0,2.0
Male,No,No,Doctor,Low,Cat_3,25,0.0,3.0
Female,No,No,Healthcare,Low,Cat_6,20,4.0,5.0
Female,No,No,Healthcare,Low,Cat_3,22,6.0,3.0
Female,No,No,Engineer,Low,Cat_3,33,0.0,5.0
Female,No,Yes,Artist,Low,Cat_6,70,0.0,2.0
Male,Yes,No,Healthcare,Low,Cat_6,22,1.0,2.0
Female,Yes,Yes,Lawyer,High,Cat_6,66,0.0,3.0
Female,No,Yes,Artist,Low,Cat_6,27,1.0,3.0
Male,Yes,Yes,Engineer,Average,Cat_6,35,5.0,4.0
Female,No,Yes,Healthcare,Low,Cat_4,29,2.0,4.0
Male,No,Yes,Entertainment,Low,Cat_3,35,1.0,3.0
Female,Yes,Yes,Lawyer,High,Cat_6,87,0.0,2.0
Male,Yes,No,Executive,High,Cat_6,49,11.0,4.0
Male,Yes,Yes,Artist,Average,Cat_6,40,0.0,2.0
Female,Yes,No,Marketing,Low,Cat_6,41,8.0,2.0
Male,Yes,No,Artist,Low,Cat_4,39,1.0,2.0
Female,Yes,No,Lawyer,High,Cat_6,77,0.0,3.0
Male,Yes,Yes,Artist,Average,Cat_3,46,1.0,3.0
Male,Yes,No,Executive,High,Cat_6,80,0.0,2.0
Female,Yes,Yes,Artist,Average,Cat_3,69,1.0,2.0
Male,No,No,Healthcare,Low,Cat_4,23,0.0,4.0
Female,Yes,Yes,Artist,Low,Cat_6,37,0.0,2.0
Female,Yes,No,Engineer,Average,Cat_3,46,0.0,5.0
Male,No,Yes,Doctor,Low,Cat_6,26,1.0,4.0
Male,Yes,No,Executive,High,Cat_6,63,1.0,3.0
Female,No,Yes,Healthcare,Low,Cat_6,31,8.0,5.0
Female,No,Yes,Healthcare,Low,Cat_6,26,10.0,1.0
Male,Yes,Yes,Entertainment,Average,Cat_2,57,8.0,5.0
Male,Yes,Yes,Entertainment,Average,Cat_6,63,1.0,2.0
Female,No,No,Healthcare,Low,Cat_6,18,1.0,3.0
Male,Yes,Yes,Executive,Low,Cat_6,42,1.0,2.0
Male,No,No,Healthcare,Low,Cat_6,32,0.0,5.0
Male,Yes,Yes,Lawyer,High,Cat_6,71,0.0,2.0
Male,No,Yes,Artist,Low,Cat_4,30,1.0,3.0
Female,Yes,Yes,Artist,Low,Cat_6,63,1.0,1.0
Female,No,Yes,Artist,Low,Cat_6,31,9.0,2.0
